jobs,salary_in_usd,experience_level,employment_type,work_setting,company_location,company_size
Data Science and Research,241000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,159000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,80000,Senior,Full-time,In-person,United States,M
Data Analysis,58000,Mid-level,Full-time,In-person,United States,S
Data Engineering,136000,Senior,Full-time,In-person,United States,M
Data Engineering,108800,Senior,Full-time,In-person,United States,M
Data Engineering,242000,Executive,Full-time,Remote,United States,M
Data Science and Research,165220,Senior,Full-time,Remote,United States,M
Data Analysis,124190,Senior,Full-time,Remote,United States,M
Data Engineering,181940,Senior,Full-time,In-person,United States,M
Data Engineering,132320,Senior,Full-time,In-person,United States,M
Data Engineering,220110,Senior,Full-time,In-person,United States,M
Data Engineering,160080,Senior,Full-time,In-person,United States,M
Data Science and Research,180000,Senior,Full-time,In-person,United States,L
Data Science and Research,120000,Senior,Full-time,In-person,United States,L
Data Analysis,126500,Mid-level,Full-time,In-person,United States,M
Data Analysis,106260,Mid-level,Full-time,In-person,United States,M
Data Analysis,116000,Senior,Full-time,In-person,United States,M
Data Analysis,120600,Senior,Full-time,Remote,United States,M
Data Analysis,102100,Senior,Full-time,Remote,United States,M
Data Analysis,84900,Senior,Full-time,Remote,United States,M
Data Science and Research,136620,Senior,Full-time,Remote,United States,M
Data Science and Research,99360,Senior,Full-time,Remote,United States,M
Data Analysis,130000,Executive,Full-time,Remote,United States,M
Data Analysis,110000,Executive,Full-time,Remote,United States,M
Data Analysis,170000,Senior,Full-time,Remote,United States,M
Data Science and Research,161342,Senior,Full-time,Remote,United States,M
Data Science and Research,137141,Senior,Full-time,Remote,United States,M
Data Science and Research,167000,Senior,Full-time,Remote,United States,M
Data Science and Research,211500,Senior,Full-time,Remote,United States,M
Data Science and Research,138600,Senior,Full-time,Remote,United States,M
Data Engineering,160000,Senior,Full-time,In-person,United States,L
Data Engineering,113000,Senior,Full-time,In-person,United States,L
Data Science and Research,95550,Senior,Full-time,In-person,United States,M
Data Analysis,167000,Mid-level,Full-time,Remote,United States,M
Data Analysis,115500,Mid-level,Full-time,Remote,United States,M
Data Engineering,243900,Senior,Full-time,Remote,United States,M
Data Analysis,136600,Senior,Full-time,Remote,United States,M
Data Engineering,128875,Senior,Full-time,Remote,United States,M
Data Engineering,93700,Senior,Full-time,Remote,United States,M
Data Science and Research,224000,Executive,Full-time,Remote,United States,M
Data Science and Research,167875,Executive,Full-time,Remote,United States,M
Leadership and Management,175000,Executive,Full-time,Remote,United States,M
Leadership and Management,135000,Executive,Full-time,Remote,United States,M
Data Science and Research,205300,Senior,Full-time,In-person,United States,L
Data Engineering,200100,Senior,Full-time,Remote,United States,M
Data Engineering,70500,Senior,Full-time,In-person,United States,M
Data Engineering,54000,Senior,Full-time,In-person,United States,M
Data Science and Research,205300,Senior,Full-time,In-person,United States,M
Data Science and Research,140400,Senior,Full-time,In-person,United States,M
Leadership and Management,205300,Senior,Full-time,In-person,United States,M
Leadership and Management,184700,Senior,Full-time,In-person,United States,M
Data Engineering,140250,Senior,Full-time,Remote,United States,M
Data Analysis,116150,Senior,Full-time,Remote,United States,M
Data Analysis,99050,Senior,Full-time,Remote,United States,M
Machine Learning and AI,214000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,192600,Senior,Full-time,Remote,United States,M
Data Architecture and Modeling,266400,Senior,Full-time,Remote,United States,M
Data Science and Research,141300,Mid-level,Full-time,In-person,United States,M
Data Science and Research,102100,Mid-level,Full-time,In-person,United States,M
Data Engineering,206699,Mid-level,Full-time,In-person,United States,M
Data Engineering,99100,Mid-level,Full-time,In-person,United States,M
Data Engineering,110500,Senior,Full-time,Remote,United States,M
Data Analysis,60000,Senior,Full-time,Remote,United States,M
Leadership and Management,150260,Senior,Full-time,Remote,United States,M
Leadership and Management,109280,Senior,Full-time,Remote,United States,M
Data Analysis,129000,Senior,Full-time,In-person,United States,M
Data Analysis,69000,Senior,Full-time,Remote,United States,M
Data Engineering,25000,Senior,Full-time,Remote,United States,M
Data Analysis,106260,Senior,Full-time,Remote,United States,M
Data Engineering,220110,Senior,Full-time,Remote,United States,M
Data Engineering,160080,Senior,Full-time,Remote,United States,M
Data Analysis,135000,Mid-level,Full-time,Remote,United States,M
Data Engineering,216000,Executive,Full-time,Remote,United States,M
Data Science and Research,185100,Senior,Full-time,Remote,United States,M
Data Science and Research,104890,Senior,Full-time,Remote,United States,M
Machine Learning and AI,120000,Mid-level,Full-time,Remote,United States,S
Machine Learning and AI,75000,Mid-level,Full-time,Remote,United States,L
Data Science and Research,157000,Mid-level,Full-time,Remote,United States,L
Data Engineering,65000,Entry-level,Full-time,Remote,United States,S
Data Science and Research,109000,Mid-level,Full-time,Hybrid,United States,L
Machine Learning and AI,153000,Mid-level,Full-time,Hybrid,United States,M
Data Science and Research,152500,Senior,Full-time,Remote,United States,M
Data Science and Research,120000,Entry-level,Full-time,Remote,United States,L
Data Science and Research,135000,Mid-level,Full-time,Remote,United States,L
Data Engineering,150000,Senior,Full-time,In-person,United States,L
Data Science and Research,240000,Senior,Full-time,In-person,United States,L
Data Analysis,135000,Mid-level,Full-time,Remote,United States,L
Data Science and Research,80000,Entry-level,Full-time,Remote,United States,M
Data Science and Research,177000,Senior,Full-time,Remote,United States,L
Data Science and Research,48000,Mid-level,Full-time,Remote,United States,S
Data Science and Research,220000,Senior,Full-time,In-person,United States,L
Data Science and Research,100000,Mid-level,Freelance,Remote,United States,M
Data Science and Research,100000,Entry-level,Full-time,In-person,United States,S
Data Science and Research,144000,Senior,Full-time,Hybrid,United States,L
Machine Learning and AI,38400,Mid-level,Full-time,Remote,United States,M
Data Analysis,100000,Entry-level,Full-time,Hybrid,United States,L
Data Science and Research,82500,Mid-level,Full-time,Remote,United States,S
Data Engineering,120000,Entry-level,Full-time,Remote,United States,M
Machine Learning and AI,125000,Entry-level,Full-time,In-person,United States,M
Machine Learning and AI,120000,Senior,Full-time,Hybrid,United States,S
Data Engineering,200000,Mid-level,Full-time,Remote,United States,L
Data Engineering,100000,Mid-level,Full-time,Remote,United States,L
Data Architecture and Modeling,170000,Mid-level,Full-time,Remote,United States,L
Data Architecture and Modeling,150000,Mid-level,Full-time,Remote,United States,L
Data Analysis,55000,Entry-level,Full-time,Hybrid,United States,S
Data Science and Research,250000,Executive,Full-time,In-person,United States,L
Data Engineering,70000,Entry-level,Full-time,Remote,United States,L
Data Science and Research,68428,Senior,Full-time,Remote,United States,L
Machine Learning and AI,125000,Entry-level,Full-time,Remote,United States,S
Data Science and Research,144000,Senior,Full-time,Remote,United States,L
Data Science and Research,103000,Mid-level,Full-time,Remote,United States,L
Data Engineering,153000,Senior,Full-time,Remote,United States,L
Data Engineering,90000,Mid-level,Full-time,Remote,United States,L
Data Analysis,90000,Entry-level,Full-time,Remote,United States,S
Data Analysis,60000,Entry-level,Full-time,Remote,United States,S
Machine Learning and AI,270000,Mid-level,Contract,Remote,United States,L
Leadership and Management,110000,Mid-level,Full-time,Remote,United States,L
Machine Learning and AI,250000,Entry-level,Full-time,Hybrid,United States,L
Machine Learning and AI,138000,Entry-level,Full-time,Remote,United States,S
Data Engineering,140000,Mid-level,Full-time,Remote,United States,L
Data Analysis,170000,Senior,Full-time,Remote,United States,L
Data Science and Research,45760,Mid-level,Full-time,Remote,United States,S
Leadership and Management,235000,Executive,Full-time,Remote,United States,L
Data Analysis,150000,Executive,Full-time,Remote,United States,L
Machine Learning and AI,225000,Entry-level,Full-time,Remote,United States,L
Data Engineering,115000,Senior,Full-time,Remote,United States,S
Data Engineering,106000,Mid-level,Full-time,Remote,United States,L
Data Engineering,150000,Senior,Full-time,Remote,United States,L
Machine Learning and AI,95746,Mid-level,Full-time,Remote,United States,S
Machine Learning and AI,70000,Entry-level,Full-time,Remote,United States,M
Data Engineering,276000,Senior,Full-time,In-person,United States,L
Data Engineering,188000,Senior,Full-time,Remote,United States,L
Data Engineering,160000,Senior,Full-time,Remote,United States,S
Data Science and Research,105000,Mid-level,Full-time,Remote,United States,L
Data Engineering,174000,Senior,Full-time,Remote,United States,L
Data Science and Research,90000,Entry-level,Full-time,Remote,United States,S
Data Analysis,91000,Entry-level,Full-time,Remote,United States,L
Data Science and Research,110000,Mid-level,Full-time,In-person,United States,S
Data Architecture and Modeling,180000,Mid-level,Full-time,Remote,United States,L
Data Analysis,200000,Senior,Full-time,Remote,United States,L
Data Engineering,200000,Senior,Full-time,Remote,United States,L
Machine Learning and AI,256000,Senior,Full-time,Remote,United States,S
Data Engineering,110000,Mid-level,Full-time,Remote,United States,L
Data Engineering,72500,Entry-level,Full-time,Remote,United States,L
Machine Learning and AI,185000,Senior,Full-time,Hybrid,United States,L
Data Engineering,112000,Mid-level,Full-time,Remote,United States,L
Machine Learning and AI,150000,Senior,Full-time,Hybrid,United States,L
Data Science and Research,58000,Entry-level,Full-time,Hybrid,United States,L
Data Science and Research,105000,Senior,Contract,Remote,United States,M
Data Analysis,72000,Entry-level,Full-time,Remote,United States,L
Data Engineering,111775,Mid-level,Full-time,In-person,United States,M
Data Engineering,93150,Mid-level,Full-time,In-person,United States,M
Data Engineering,160000,Senior,Full-time,Hybrid,United States,S
Data Science and Research,190000,Senior,Full-time,Remote,United States,S
Data Science and Research,135000,Senior,Full-time,In-person,United States,L
Data Science and Research,147000,Mid-level,Full-time,Hybrid,United States,L
Data Science and Research,174000,Senior,Full-time,Remote,United States,L
Data Analysis,87000,Mid-level,Full-time,Remote,United States,L
Data Engineering,26005,Mid-level,Full-time,In-person,United States,L
Machine Learning and AI,81000,Entry-level,Full-time,Hybrid,United States,S
Data Analysis,85000,Mid-level,Full-time,Remote,United States,L
Data Engineering,56000,Mid-level,Full-time,Remote,United States,M
Data Analysis,98000,Mid-level,Full-time,In-person,United States,M
Leadership and Management,120000,Senior,Full-time,In-person,United States,L
